"order","suborder","greatgroup","subgroup","edition","taxon","newcode","criterion"
"I","IF","IFA","IFAL","13","Palexerollic Durixerolls","IFAL","IFAL. Other Durixerolls that  meet item 2 below:"
"I","IF","IFA","IFAM","13","Haplic Haploxerollic  Durixerolls","IFAM","IFAM. Other Durixerolls that meet items 1  and  3 below:"
"I","IF","IFA","IFAN","13","Haploxerollic  Durixerolls","IFAN","IFAN. Other Durixerolls that meet item 3 below:"
"I","IF","IFA","IFAO","13","Haplic Durixerolls","IFAO","IFAO. Other Durixerolls that meet item 1 below:"
"I","IF","IFF","IFFA","13","Aridic Lithic  Haploxerolls","IFFA","IFFA. Haploxerolls that  meet items 1  and  2 below:"
"I","IF","IFF","IFFB","13","Lithic Ultic Haploxerolls","IFFB","IFFB. Other Haploxerolls that  meet items 2  and  3 below :"
"I","IF","IFF","IFFC","13","Lithic Haploxerolls","IFFC","IFFC. Other Haploxerolls that meet item 2 below:"
"I","IF","IFF","IFFD","13","Torrertic Haploxerolls","IFFD","IFFD. Other Haploxerolls that  meet items  1  and  2 below :"
"I","IF","IFF","IFFE","13","Vertic Haploxerolls","IFFE","IFFE.    Other Haploxerolls that meet item 2 below:"
"I","IF","IFF","IFFG","13","Vitritorrandic  Haploxerolls","IFFG","IFFG. Other Haploxerolls that  meet items 1  and  2 below :"
"I","IF","IFF","IFFH","13","Vitrandic  Haploxerolls","IFFH","IFFH. Other Haploxerolls that meet item 2 below:"
"I","IF","IFF","IFFI","13","Aquic Cumulic Haploxerolls","IFFI","IFFI. Other Haploxerolls that  meet items 1, 2, 3, 4,  and  5 below :"
"I","IF","IFF","IFFJ","13","Cumulic Ultic Haploxerolls","IFFJ","IFFJ. Other Haploxerolls that meet items 2, 3, 4, 5,  and  6 below:"
"I","IF","IFF","IFFK","13","Cumulic Haploxerolls","IFFK","IFFK. Other Haploxerolls that  meet items 2, 3, 4,  and  5 below:"
"I","IF","IFF","IFFN","13","Aquultic Haploxerolls","IFFN","IFFN. Other Haploxerolls that  meet items 1  and  2 below :"
"I","IF","IFF","IFFO","13","Aquic Haploxerolls","IFFO","IFFO. Other Haploxerolls that meet item 1  below:"
"I","IF","IFF","IFFQ","13","Calcic Pachic Haploxerolls","IFFQ","IFFQ. Other Haploxerolls that  meet items 1  and  2 below :"
"I","IF","IFF","IFFR","13","Pachic Ultic Haploxerolls","IFFR","IFFR. Other Haploxerolls that meet items 2  and  3 below:"
"I","IF","IFF","IFFS","13","Pachic Haploxerolls","IFFS","IFFS. Other Haploxerolls that meet item 2 below:"
"I","IF","IFF","IFFZe","13","Entic Ultic  Haploxerolls","IFFZe","IFFZe. Other Haploxerolls that  meet items 1  and  2 below :"
"I","IF","IFF","IFFZf","13","Ultic  Haploxerolls","IFFZf","IFFZf. Other Haploxerolls that  meet item 2 below:"
"I","IF","IFB","IFBB","13","Aquic Duric Natrixerolls","IFBB","IFBB. Other Natrixerolls that  meet items 1  and  2 below :"
"I","IF","IFB","IFBC","13","Aquic Natrixerolls","IFBC","IFBC. Other Natrixerolls that meet item 2 below:"
"E","ED","EDB","EDBA","13","Aquic Petroferric Acroperox","EDBA","EDBA. Acroperox that  meet items 1  and  2 below:   :"
"E","ED","EDB","EDBB","13","Petroferric Acroperox","EDBB","EDBB. Other Acroperox that  meet item 1 below:"
"E","ED","EDB","EDBC","13","Aquic Lithic Acroperox","EDBC","EDBC. Other Acroperox that  meet items 1  and  2  below:  :"
"E","ED","EDB","EDBD","13","Lithic Acroperox","EDBD","EDBD. Other Acroperox that meet item 1 below:"
"E","ED","EDB","EDBH","13","Humic Rhodic Acroperox","EDBH","EDBH. Other Acroperox that  meet items 1  and  2 below :"
"E","ED","EDB","EDBI","13","Humic Xanthic   Acroperox","EDBI","EDBI. Other Acroperox that meet items 1  and  3 below:"
"E","ED","EDB","EDBJ","13","Humic Acroperox","EDBJ","EDBJ. Other Acroperox that meet item 1 below:"
"E","ED","EDC","EDCC","13","Aquic Lithic Eutroperox","EDCC","EDCC. Other Eutroperox that  meet items 1  and  2 below:"
"E","ED","EDC","EDCD","13","Lithic Eutroperox","EDCD","EDCD. Other Eutroperox that meet item 1 below:"
"E","ED","EDC","EDCE","13","Plinthaquic Eutroperox","EDCE","EDCE. Other Eutroperox that  meet items 1  and  2 below:"
"E","ED","EDC","EDCF","13","Plinthic   Eutroperox","EDCF","EDCF. Other Eutroperox that meet item 1 below:"
"E","ED","EDC","EDCA","13","Aquic Petroferric Eutroperox","EDCA","EDCA. Eutroperox that  meet items 1  and  2 below:"
"E","ED","EDC","EDCB","13","Petroferric Eutroperox","EDCB","EDCB. Other Eutroperox that meet item 1 below:"
"E","ED","EDC","EDCI","13","Humic Inceptic Eutroperox","EDCI","EDCI.    Other Eutroperox that  meet items 1  and  2 below :"
"E","ED","EDC","EDCJ","13","Inceptic Eutroperox","EDCJ","EDCJ. Other Eutroperox that meet item 2 below:"
"E","ED","EDC","EDCK","13","Humic Rhodic Eutroperox","EDCK","EDCK. Other Eutroperox that  meet items 1  and  2 below:"
"E","ED","EDC","EDCL","13","Humic Xanthic   Eutroperox","EDCL","EDCL. Other Eutroperox that meet items 1  and  3 below:"
"E","ED","EDC","EDCM","13","Humic Eutroperox","EDCM","EDCM. Other Eutroperox that meet item 1 below:"
"E","ED","EDE","EDEC","13","Aquic Lithic Haploperox","EDEC","EDEC. Other Haploperox that  meet items 1  and  2 below   :"
"E","ED","EDE","EDED","13","Lithic Haploperox","EDED","EDED. Other Haploperox that meet item 1 below:"
"E","ED","EDE","EDEF","13","Plinthic Haploperox","EDEF","EDEF. Other Haploperox that meet item 1 below:"
"E","ED","EDE","EDEB","13","Petroferric Haploperox","EDEB","EDEB. Other Haploperox that meet item 1 below:"
"E","ED","EDE","EDEI","13","Humic Rhodic Haploperox","EDEI","EDEI. Other Haploperox that  meet  items  1  and  2 below :"
"E","ED","EDE","EDEJ","13","Humic Xanthic   Haploperox","EDEJ","EDEJ. Other Haploperox that meet items 1  and  3 below:"
"E","ED","EDE","EDEK","13","Humic Haploperox","EDEK","EDEK. Other Haploperox that meet item 1 below:"
"E","ED","EDD","EDDA","13","Aquic Petroferric  Kandiperox","EDDA","EDDA. Kandiperox that  meet items  1  and  2 below   :"
"E","ED","EDD","EDDB","13","Petroferric Kandiperox","EDDB","EDDB. Other Kandiperox that meet item 1 below:"
"E","ED","EDD","EDDC","13","Aquic Lithic Kandiperox","EDDC","EDDC. Other Kandiperox that  meet items 1  and  2 below   :"
"E","ED","EDD","EDDD","13","Lithic Kandiperox","EDDD","EDDD. Other Kandiperox that  meet item 1 below:"
"E","ED","EDD","EDDE","13","Plinthaquic Kandiperox","EDDE","EDDE. Other Kandiperox that  meet items 1  and  2 below   :"
"E","ED","EDD","EDDF","13","Plinthic Kandiperox","EDDF","EDDF. Other Kandiperox that meet item  1 below:"
"E","ED","EDD","EDDI","13","Humic Rhodic Kandiperox","EDDI","EDDI.    Other Kandiperox that  meet items 1  and  2 below :"
"E","ED","EDD","EDDJ","13","Humic Xanthic Kandiperox","EDDJ","EDDJ. Other Kandiperox that meet items 1  and  3 below:"
"E","ED","EDD","EDDK","13","Humic Kandiperox","EDDK","EDDK. Other Kandiperox that meet item 1 below:"
"E","EE","EEB","EEBE","13","Anionic Aquic Acrudox","EEBE","EEBE. Other Acrudox that  meet items 1  and  2 below   :"
"E","EE","EEB","EEBF","13","Anionic Acrudox","EEBF","EEBF.     Other Acrudox that meet item 1 below:"
"E","EE","EEB","EEBA","13","Aquic Petroferric   Acrudox","EEBA","EEBA. Acrudox that  meet items 1  and  2 below   :"
"E","EE","EEB","EEBB","13","Petroferric Acrudox","EEBB","EEBB. Other Acrudox that meet item 1 below:"
"E","EE","EEB","EEBC","13","Aquic Lithic Acrudox","EEBC","EEBC. Other Acrudox that  meet items  1  and  2 below   :"
"E","EE","EEB","EEBD","13","Lithic Acrudox","EEBD","EEBD. Other Acrudox that meet item 1 below:"
"E","EE","EEB","EEBJ","13","Humic Rhodic Acrudox","EEBJ","EEBJ. Other Acrudox that  meet items 1  and  2 below :"
"E","EE","EEB","EEBK","13","Humic Xanthic Acrudox","EEBK","EEBK. Other Acrudox that meet items 1  and  3 below:"
"E","EE","EEB","EEBL","13","Humic Acrudox","EEBL","EEBL. Other Acrudox that meet item 1 below:"
"E","EE","EEC","EECA","13","Aquic Petroferric Eutrudox","EECA","EECA. Eutrudox that  meet items 1  and  2 below   :"
"E","EE","EEC","EECB","13","Petroferric Eutrudox","EECB","EECB. Other Eutrudox that meet item 1 below:"
"E","EE","EEC","EECC","13","Aquic Lithic Eutrudox","EECC","EECC. Other Eutrudox that  meet items 1  and  2 below   :"
"E","EE","EEC","EECD","13","Lithic Eutrudox","EECD","EECD. Other Eutrudox that meet item  1 below:"
"E","EE","EEC","EECE","13","Plinthaquic Eutrudox","EECE","EECE. Other Eutrudox that  meet items 1  and  2 below :"
"E","EE","EEC","EECF","13","Plinthic Eutrudox","EECF","EECF.  Other Eutrudox that meet item 1 below:"
"E","EE","EEC","EECI","13","Humic Inceptic Eutrudox","EECI","EECI. Other Eutrudox that  meet items 1  and   2 below :"
"E","EE","EEC","EECJ","13","Inceptic Eutrudox","EECJ","EECJ. Other Eutrudox that meet item 2 below:"
"E","EE","EEC","EECK","13","Humic Rhodic Eutrudox","EECK","EECK. Other Eutrudox that  meet items   1  and  2 below :"
"E","EE","EEC","EECL","13","Humic Xanthic Eutrudox","EECL","EECL. Other Eutrudox that meet items 1  and  3 below:"
"E","EE","EEC","EECM","13","Humic Eutrudox","EECM","EECM. Other Eutrudox that  meet item 1 below:"
"E","EE","EEE","EEEA","13","Aquic Petroferric   Hapludox","EEEA","EEEA. Hapludox that  meet items 1  and  2 below   :"
"E","EE","EEE","EEEB","13","Petroferric Hapludox","EEEB","EEEB. Other Hapludox that meet item 1 below :"
"E","EE","EEE","EEEC","13","Aquic Lithic Hapludox","EEEC","EEEC. Other Hapludox that  meet items 1  and   2  below   :"
"E","EE","EEE","EEED","13","Lithic Hapludox","EEED","EEED. Other Hapludox that meet item 1 below:"
"E","EE","EEE","EEEE","13","Plinthaquic Hapludox","EEEE","EEEE. Other Hapludox that  meet items 1  and  2 below  :"
"E","EE","EEE","EEEF","13","Plinthic Hapludox","EEEF","EEEF. Other Hapludox that meet item 1 below:"
"E","EE","EEE","EEEJ","13","Humic Rhodic Hapludox","EEEJ","EEEJ. Other Hapludox that  meet items 1  and  2 below :"
"E","EE","EEE","EEEK","13","Humic Xanthic Hapludox","EEEK","EEEK. Other Hapludox that meet items 1  and  3 below:"
"E","EE","EEE","EEEL","13","Humic Hapludox","EEEL","EEEL. Other Hapludox that meet item 1 below:"
"E","EE","EED","EEDA","13","Aquic Petroferric   Kandiudox","EEDA","EEDA. Kandiudox that  meet items 1  and  2 below   :"
"E","EE","EED","EEDB","13","Petroferric Kandiudox","EEDB","EEDB. Other Kandiudox that meet item 1 below:"
"E","EE","EED","EEDC","13","Aquic Lithic Kandiudox","EEDC","EEDC. Other Kandiudox that  meet items 1  and  2 below   :"
"E","EE","EED","EEDD","13","Lithic Kandiudox","EEDD","EEDD. Other Kandiudox that meet item 1 below:"
"E","EE","EED","EEDE","13","Plinthaquic Kandiudox","EEDE","EEDE. Other Kandiudox that  meet items 1  and  2 below :"
"E","EE","EED","EEDF","13","Plinthic Kandiudox","EEDF","EEDF. Other Kandiudox hat meet item 1 below:"
"E","EE","EED","EEDI","13","Humic Rhodic Kandiudox","EEDI","EEDI. Other Kandiudox that  meet items 1  and  2 below :"
"E","EE","EED","EEDJ","13","Humic Xanthic Kandiudox","EEDJ","EEDJ. Other Kandiudox that meet items 1  and  3 below:"
"E","EE","EED","EEDK","13","Humic Kandiudox","EEDK","EEDK. Other Kandiudox that meet item 1 below:"
"E","EC","ECB","ECBA","13","Aquic Petroferric Acrustox","ECBA","ECBA. Acrustox that  meet items 1  and  2 below :"
"E","EC","ECB","ECBB","13","Petroferric Acrustox","ECBB","ECBB. Other Acrustox that meet item 1 below:"
"E","EC","ECB","ECBC","13","Aquic Lithic Acrustox","ECBC","ECBC. Other Acrustox that  meet items 1  and  2 below :"
"E","EC","ECB","ECBD","13","Lithic Acrustox","ECBD","ECBD. Other Acrustox that meet item 1 below:"
"E","EC","ECB","ECBE","13","Anionic Aquic Acrustox","ECBE","ECBE. Other Acrustox  meet items 1  and  2 below :"
"E","EC","ECB","ECBF","13","Anionic Acrustox","ECBF","ECBF.    Other Acrustox that meet item 1 below:"
"E","EC","ECC","ECCA","13","Aquic Petroferric Eutrustox","ECCA","ECCA. Eutrustox that  meet items 1  and  2 below :"
"E","EC","ECC","ECCB","13","Petroferric Eutrustox","ECCB","ECCB. Other Eutrustox that meet item 1 below:"
"E","EC","ECB","ECBJ","13","Humic Rhodic   Acrustox","ECBJ","ECBJ. Other Acrustox that  meet items 1  and  2 below :"
"E","EC","ECB","ECBK","13","Humic Xanthic   Acrustox","ECBK","ECBK. Other Acrustox that meet items 1  and  3 below:"
"E","EC","ECB","ECBL","13","Humic Acrustox","ECBL","ECBL. Other Acrustox that meet item 1 below:"
"E","EC","ECC","ECCC","13","Aquic Lithic Eutrustox","ECCC","ECCC. Other Eutrustox that  meet items 1 and 2 below :"
"E","EC","ECC","ECCD","13","Lithic Eutrustox","ECCD","ECCD. Other Eutrustox that meet item 1 below:"
"E","EC","ECC","ECCE","13","Plinthaquic Eutrustox","ECCE","ECCE. Other Eutrustox that  meet items 1  and  2 below :"
"E","EC","ECC","ECCF","13","Plinthic Eutrustox","ECCF","ECCF. Other Eutrustox that  meet item 1 below:"
"E","EC","ECC","ECCI","13","Humic Inceptic Eutrustox","ECCI","ECCI. Other Eutrustox that  meet items 1  and  2 below :"
"E","EC","ECC","ECCJ","13","Inceptic Eutrustox","ECCJ","ECCJ. Other Eutrustox that meet item 2 below:"
"E","EC","ECC","ECCK","13","Humic Rhodic Eutrustox","ECCK","ECCK. Other Eutrustox that  meet items 1  and  2 below :"
"E","EC","ECC","ECCL","13","Humic Xanthic   Eutrustox","ECCL","ECCL. Other Eutrustox that meet items 1  and  3 below:"
"E","EC","ECC","ECCM","13","Humic Eutrustox","ECCM","ECCM. Other Eutrustox that meet item 1 below:"
"E","EC","ECE","ECEA","13","Aquic Petroferric Haplustox","ECEA","ECEA. Haplustox that  meet items 1  a nd  2 below :"
"E","EC","ECE","ECEB","13","Petroferric Haplustox","ECEB","ECEB. Other Haplustox that meet item 1 below:"
"E","EC","ECE","ECEC","13","Aquic Lithic Haplustox","ECEC","ECEC. Other Haplustox that  meet items 1 and 2 below :"
"E","EC","ECE","ECED","13","Lithic Haplustox","ECED","ECED. Other Haplustox that meet item 1 below:"
"E","EC","ECE","ECEF","13","Plinthic Haplustox","ECEF","ECEF. Other Haplustox that meet item 1 below:"
"E","EC","ECE","ECEG","13","Aqueptic Haplustox","ECEG","ECEG. Other Haplustox that  meet items 1  and  2 below :"
"E","EC","ECE","ECEH","13","Aquic Haplustox","ECEH","ECEH. Other Haplustox that meet item 2 below:"
"E","EC","ECE","ECEK","13","Humic Rhodic Haplustox","ECEK","ECEK. Other Haplustox that  meet items 1  and  2 below :"
"E","EC","ECE","ECEL","13","Humic Xanthic Haplustox","ECEL","ECEL. Other Haplustox that meet items  1  and  3 below:"
"E","EC","ECE","ECEM","13","Humic Haplustox","ECEM","ECEM. Other Haplustox that meet item 1 below:"
"E","EC","ECD","ECDA","13","Aquic Petroferric Kandiustox","ECDA","ECDA. Kandiustox that  meet items 1  and  2 below :"
"E","EC","ECD","ECDB","13","Petroferric Kandiustox","ECDB","ECDB. Other Kandiustox that meet item 1 below :"
"E","EC","ECD","ECDC","13","Aquic Lithic Kandiustox","ECDC","ECDC. Other Kandiustox that  meet items 1  and  2 below   :"
"E","EC","ECD","ECDD","13","Lithic Kandiustox","ECDD","ECDD. Other Kandiustox that meet item 1 below:"
"E","EC","ECD","ECDE","13","Plinthaquic Kandiustox","ECDE","ECDE. Other Kandiustox that  meet items 1  and  2 below :"
"E","EC","ECD","ECDF","13","Plinthic Kandiustox","ECDF","ECDF. Other Kandiustox that meet item 1 below:"
"E","EC","ECD","ECDH","13","Humic Rhodic Kandiustox","ECDH","ECDH. Other Kandiustox that  meet items 1  and  2 below :"
"E","EC","ECD","ECDI","13","Humic Xanthic Kandiustox","ECDI","ECDI. Other Kandiustox that meet items 1  and  3 below:"
"E","EC","ECD","ECDJ","13","Humic Kandiustox","ECDJ","ECDJ. Other Kandiustox that meet item 1 below:"
"C","CA","CAB","CABD","13","Alfic Arenic Alaquods","CABD","CABD. Other Alaquods that  meet items 1  and  2 below :"
"C","CA","CAB","CABE","13","Arenic Ultic Alaquods","CABE","CABE. Other Alaquods that meet items 2  and  3 below:"
"C","CA","CAB","CABF","13","Arenic Umbric Alaquods","CABF","CABF. Other Alaquods that meet items 2  and  4 below:"
"C","CA","CAB","CABG","13","Arenic Alaquods","CABG","CABG. Other Alaquods that meet item 2 below:"
"C","CC","CCB","CCBA","13","Aquandic Duricryods","CCBA","CCBA. Duricryods that  meet items 1  and  2 below :"
"C","CC","CCB","CCBB","13","Andic Duricryods","CCBB","CCBB. Other Duricryods that meet item  1 below:"
"C","CC","CCD","CCDB","13","Aquandic Haplocryods","CCDB","CCDB. Other Haplocryods that  meet items 1  and  2 below :"
"C","CC","CCD","CCDC","13","Andic   Haplocryods","CCDC","CCDC. Other Haplocryods that meet item 2 below:"
"C","CC","CCC","CCCB","13","Aquandic Humicryods","CCCB","CCCB. Other Humicryods that  meet items 1  and  2 below :"
"C","CC","CCC","CCCC","13","Andic Humicryods","CCCC","CCCC. Other Humicryods that meet item 2 below:"
"C","CE","CED","CEDB","13","Arenic Ultic   Alorthods","CEDB","CEDB. Other Alorthods that  meet items 1  and  2 below :"
"C","CE","CED","CEDC","13","Arenic Alorthods","CEDC","CEDC. Other Alorthods that meet item  1 below:"
"C","CE","CED","CEDD","13","Entic Grossarenic   Alorthods","CEDD","CEDD. Other Alorthods that  meet items 1  and  2 below :"
"C","CE","CED","CEDE","13","Entic Alorthods","CEDE","CEDE. Other Alorthods that meet item 2 below:"
"C","CE","CED","CEDF","13","Grossarenic   Alorthods","CEDF","CEDF. Other Alorthods that meet item 1 below:"
"C","CE","CEC","CECB","13","Alfic Oxyaquic Fragiorthods","CECB","CECB. Other Fragiorthods that  meet items 1  and  2 below :"
"C","CE","CEC","CECC","13","Oxyaquic Fragiorthods","CECC","CECC.    Other Fragiorthods that meet item 1 below:"
"C","CE","CEE","CEEA","13","Entic Lithic Haplorthods","CEEA","CEEA. Haplorthods that  meet items 1  and  2 below :"
"C","CE","CEE","CEEB","13","Lithic Haplorthods","CEEB","CEEB. Other Haplorthods that meet item 1 below:"
"C","CE","CEE","CEEG","13","Alfic Oxyaquic Haplorthods","CEEG","CEEG. Other Haplorthods that  meet items 1  and  2 below :"
"C","CE","CEE","CEEH","13","Oxyaquic Ultic Haplorthods","CEEH","CEEH. Other Haplorthods that meet items 2 and 3 below:"
"C","CE","CEE","CEEJ","13","Lamellic Oxyaquic Haplorthods","CEEJ","CEEJ. Other Haplorthods that  meet items 1  and  2 below :"
"C","CE","CEE","CEEK","13","Lamellic Haplorthods","CEEK","CEEK.   Other Haplorthods that meet item  2 below:"
"H","HA","HAD","HADB","13","Arenic Plinthic Kandiaquults","HADB","HADB. Other Kandiaquults that  meet items 1  and  2 below :"
"H","HA","HAD","HADC","13","Arenic Umbric Kandiaquults","HADC","HADC. Other Kandiaquults that meet items 1  and  3 below:"
"H","HA","HAD","HADD","13","Arenic Kandiaquults","HADD","HADD. Other Kandiaquults that meet item 1 below:"
"H","HA","HAF","HAFB","13","Arenic Plinthic Paleaquults","HAFB","HAFB. Other Paleaquults that  meet items 1  and  2 below :"
"H","HA","HAF","HAFD","13","Arenic Paleaquults","HAFD","HAFD. Other Paleaquults that meet item 1 below:"
"H","HB","HBC","HBCB","13","Ustandic Kandihumults","HBCB","HBCB. Other Kandihumults that  meet items 1  and  2 below :"
"H","HB","HBC","HBCC","13","Andic Kandihumults","HBCC","HBCC. Other Kandihumults that meet item  1 below:"
"H","HB","HBD","HBDB","13","Ustandic Kanhaplohumults","HBDB","HBDB. Other Kanhaplohumults that  meet items 1  and  2 below :"
"H","HB","HBD","HBDC","13","Andic Kanhaplohumults","HBDC","HBDC. Other Kanhaplohumults that meet item 2 below:"
"H","HB","HBE","HBEA","13","Aquandic   Palehumults","HBEA","HBEA. Palehumults that  meet items 1  and  2 below :"
"H","HC","HCB","HCBB","13","Plinthaquic Fragiudults","HCBB","HCBB. Other Fragiudults that  meet items 1  and  2 below :"
"H","HC","HCB","HCBC","13","Glossaquic Fragiudults","HCBC","HCBC. Other Fragiudults that meet items 1  and  3 below:"
"H","HC","HCB","HCBD","13","Aquic Fragiudults","HCBD","HCBD. Other Fragiudults that meet item 1 below:"
"H","HC","HCG","HCGE","13","Aquic Arenic   Hapludults","HCGE","HCGE. Other Hapludults   that  meet items 1  and  2 below :"
"H","HC","HCG","HCGF","13","Aquic Hapludults","HCGF","HCGF. Other H apludults that meet item 2 below:"
"H","HC","HCC","HCCA","13","Arenic Plinthaquic   Kandiudults","HCCA","HCCA. Kandiudults that  meet items 1, 2  and  3 below :"
"H","HC","HCC","HCCB","13","Aquic Arenic Kandiudults","HCCB","HCCB. Other Kandiudults   that meet items 1  and  3 below:"
"H","HC","HCC","HCCC","13","Arenic Plinthic Kandiudults","HCCC","HCCC. Other Kandiudults   that meet  items 1  and  2 below :"
"H","HC","HCC","HCCD","13","Arenic Rhodic Kandiudults","HCCD","HCCD. Other Kandiudults that  meet items 1  and  4 below :"
"H","HC","HCC","HCCE","13","Arenic Kandiudults","HCCE","HCCE. Other Kandiudults that meet item 1 below:"
"H","HC","HCC","HCCF","13","Grossarenic Plinthic Kandiudults","HCCF","L HCCF.     Other   Kandiudults   that  meet items 1  and  2 below :"
"H","HC","HCC","HCCG","13","Grossarenic Kandiudults","HCCG","HCCG. Other Kandiudults that meet item 1 below:"
"H","HC","HCC","HCCH","13","Acrudoxic Plinthic Kandiudults","HCCH","HCCH. Other Kandiudults that  meet items 1  and  2 below :"
"H","HC","HCC","HCCI","13","Acrudoxic Kandiudults","HCCI","HCCI. Other Kandiudults that meet item 1 below:"
"H","HC","HCD","HCDC","13","Arenic Plinthic  Kanhapludults","HCDC","HCDC. Other Kanhapludults that  meet items 1  and  2 below :"
"H","HC","HCD","HCDD","13","Arenic Kanhapludults","HCDD","HCDD. Other Kanhapludults that meet item 1 below:"
"H","HC","HCE","HCEC","13","Arenic Plinthaquic Paleudults","HCEC","HCEC. Other Paleudults that  meet items 1, 2,  and  3 below :"
"H","HC","HCE","HCED","13","Aquic Arenic Paleudults","HCED","HCED. Other Paleudults   that meet items 1  and  3 below:"
"H","HC","HCE","HCEF","13","Plinthaquic Paleudults","HCEF","HCEF. Other Paleudults that  meet items 1  and  2 below :"
"H","HC","HCE","HCEH","13","Aquic Paleudults","HCEH","HCEH. Other Paleudults that meet item 2 below:"
"H","HC","HCE","HCEO","13","Arenic Rhodic Paleudults","HCEO","HCEO. Other Paleudults   that  meet items 1  and  2 below :"
"H","HC","HCE","HCEP","13","Arenic   Paleudults","HCEP","HCEP. Other Paleudults that meet item 1 below:"
"H","HD","HDB","HDBC","13","Arenic Plinthic Kandiustults","HDBC","HDBC. Other Kandiustults that  meet items 1  and  2 below :"
"H","HD","HDB","HDBD","13","Arenic Kandiustults","HDBD","HDBD.    Other Kandiustults that meet item 1 below:"
"H","HD","HDB","HDBE","13","Udandic Kandiustults","HDBE","HDBE. Other Kandiustults that  meet items 1  and  2 below :"
"H","HD","HDB","HDBF","13","Andic Kandiustults","HDBF","HDBF. Other Kandiustults that meet item 1 below:"
"H","HD","HDC","HDCE","13","Udandic Kanhaplustults","HDCE","HDCE. Other Kanhaplustults that  meet items 1  and  2 below :"
"H","HD","HDC","HDCF","13","Andic Kanhaplustults","HDCF","HDCF.    Other Kanhaplustults that meet item 1 below :"
"H","HE","HEB","HEBA","13","Lithic Ruptic-Inceptic Haploxerults","HEBA","HEBA. Haploxerults that  meet items 1  and  2 below :"
"H","HE","HEB","HEBB","13","Lithic Haploxerults","HEBB","HEBB. Other Haploxerults that meet item 1 below:"
"H","HE","HEA","HEAA","13","Aquandic Palexerults","HEAA","HEAA. Palexerults that  meet items 1  and  2 below :"
"H","HE","HEA","HEAB","13","Aquic Palexerults","HEAB","HEAB. Other Palexerults that meet item 1 below:"
"F","FE","FEE","FEEG","13","Aridic Leptic Haplusterts","FEEG","FEEG. Other Haplusterts that  meet items 1  and  2 below :"
"F","FE","FEE","FEEH","13","Aridic Haplusterts","FEEH","FEEH. Other Haplusterts that meet item 2 below:"
"F","FE","FEE","FEEJ","13","Entic Udic Haplusterts","FEEJ","FEEJ. Other Haplusterts that meet items 2  and  3 below:"
"F","FE","FEE","FEEK","13","Chromic Udic   Haplusterts","FEEK","FEEK. Other Haplusterts that meet items 2  and  4 below:"
"F","FE","FEE","FEEL","13","Udic Haplusterts","FEEL","FEEL. Other Haplusterts that  meet item 2 below:"
